merchant_id,bank_account_number,bank,description,type,registered_capital,industry,operating_status,establishment_date,legal_representative_id
c000548,A026548,5039472,Small Food & Beverage company operating a family-run noodle stall,Small,2000000,Food & Beverage,Active,2019/7/22,p025206
c000549,A026549,3862507,Medium chain restaurant specializing in authentic Cantonese cuisine,Medium,18000000,Food & Beverage,Active,2017/8/11,p020677
c000550,A026650,1683509,Medium Food & Beverage company operating a popular full-service restaurant chain,Medium,15000000,Food & Beverage,Active,2016/4/12,p020809
c000551,A026651,3581974,Medium Food & Beverage company operating a regional chain of family restaurants,Medium,15000000,Food & Beverage,Active,2016/8/22,p024601
c000552,A026652,3468205,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,28000000,Food & Beverage,Active,2015/8/22,p022320
c000553,A026753,4381267,Small street vendor specializing in breakfast foods and snacks,Small,2500000,Food & Beverage,Active,2021/7/10,p024745
c000554,A026754,1739462,Medium chain restaurant specializing in regional Sichuan cuisine,Medium,28000000,Food & Beverage,Active,2018/11/5,p019610
c000555,A026755,5039472,Medium-sized chain restaurant offering regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2017/8/12,p022310
c000556,A026856,5039472,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,12500000,Food & Beverage,Active,2018/7/10,p024836
c000557,A026857,3071954,Medium chain restaurant specializing in regional Chinese cuisine,Medium,22000000,Food & Beverage,Active,2015/8/22,p018605
c000558,A026858,2657408,Medium Food & Beverage company operating a casual dining restaurant chain,Medium,20000000,Food & Beverage,Active,2016/8/22,p024757
c000559,A026959,5472906,Medium chain restaurant specializing in regional cuisine and fast-casual dining,Medium,28000000,Food & Beverage,Active,2018/7/12,p024913
c000560,A026960,3581974,Medium retail company operating a regional chain of household goods stores,Medium,18500000,Retail,Active,2015/8/22,p021582
c000561,A026961,5286314,Medium regional chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2017/8/22,p026065
c000562,A027062,2947806,Medium chain restaurant specializing in regional Chinese cuisine,Medium,20000000,Food & Beverage,Active,2017/11/8,p025545
c000563,A027063,2367901,Medium Food & Beverage company operating a chain of family restaurants,Medium,12500000,Food & Beverage,Active,2017/8/22,p023605
c000564,A027064,4175902,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,18500000,Food & Beverage,Active,2017/8/11,p024646
c000565,A027165,3186407,Medium-sized restaurant chain specializing in regional cuisine,Medium,20000000,Food & Beverage,Active,2015/8/22,p021956
c000566,A027166,3186407,Large Manufacturing company specializing in automotive components,Large,125000000,Manufacturing,Active,2005/11/7,p025135
c000567,A027167,1265934,Medium restaurant offering casual dining and local cuisine,Medium,8000000,Food & Beverage,Active,2012/5/18,p019504
c000568,A027268,5286314,"Small convenience store offering groceries, snacks, and beverages",Small,1800000,Retail,Active,2017/11/3,p024535
c000569,A027269,3714628,Medium Food & Beverage company operating a popular dim sum restaurant,Medium,18000000,Food & Beverage,Active,2016/8/11,p023598
c000570,A027270,4528071,Medium casual dining restaurant chain,Medium,25000000,Food & Beverage,Active,2017/5/11,p018988
c000571,A027371,4027316,Medium chain of casual dining restaurants specializing in noodle dishes and soups,Medium,15000000,Food & Beverage,Active,2016/8/12,p018401
c000572,A027372,4693725,Medium chain restaurant offering premium Sichuan cuisine,Medium,15000000,Food & Beverage,Active,2018/7/12,p025194
c000573,A027373,3862507,Medium chain of casual dining restaurants specializing in regional Chinese cuisine,Medium,18500000,Food & Beverage,Active,2017/8/14,p024360
c000574,A027474,1047286,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2018/7/11,p025326
c000575,A027475,3186407,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/7/20,p023460
c000576,A027476,3714628,Medium chain restaurant offering regional Chinese cuisine and casual dining,Medium,28000000,Food & Beverage,Active,2017/11/8,p018601
c000577,A027577,4693725,Medium-sized restaurant chain offering casual dining and group meals,Medium,15000000,Food & Beverage,Active,2015/8/22,p024480
c000578,A027578,2367901,Large Manufacturing company producing industrial machinery parts,Large,125000000,Manufacturing,Active,2005/11/8,p022410
c000579,A027579,3714628,"Small independent cafe and bakery offering coffee, pastries, and light meals",Small,2800000,Food & Beverage,Active,2019/11/8,p025796
c000580,A027680,1265934,Medium restaurant offering fine dining and banquet services,Medium,15000000,Food & Beverage,Active,2017/11/8,p025280
c000581,A027681,5472906,Medium Food & Beverage company operating a chain of sit-down family restaurants,Medium,15000000,Food & Beverage,Active,2015/7/12,p026046
c000582,A027682,2947806,Medium chain store specializing in outdoor and sporting goods retail,Medium,28000000,Retail,Active,2017/11/8,p020497
c000583,A027783,5472906,Medium-sized chain restaurant offering casual dining and takeaway services,Medium,15000000,Food & Beverage,Active,2018/7/23,p017305
c000584,A027784,5286314,Medium Food & Beverage company operating a popular local restaurant chain,Medium,18500000,Food & Beverage,Active,2016/7/22,p024691
c000585,A027785,3071954,Large B2B service provider specializing in industrial machinery parts wholesale,Large,125000000,Manufacturing,Active,2008/11/23,p022552
c000586,A027886,2046713,Medium retail company operating a regional chain of home furnishing and decor stores,Medium,32000000,Retail,Active,2015/8/10,p019782
c000587,A027887,5286314,"Small independent convenience store selling snacks, drinks, and daily necessities",Small,2500000,Retail,Active,2019/8/12,p018438
c000588,A027888,4381267,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,28000000,Food & Beverage,Active,2017/8/12,p021138
c000589,A027989,2947806,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,12500000,Food & Beverage,Active,2015/8/22,p017787
c000590,A027990,1398427,Medium restaurant chain specializing in Sichuan cuisine,Medium,15000000,Food & Beverage,Active,2016/11/8,p018612
c000591,A027991,3071954,Medium Food & Beverage company operating a casual dining restaurant,Medium,12000000,Food & Beverage,Active,2018/7/12,p021045
c000592,A028092,4528071,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/10,p018362
c000593,A028093,2198345,Medium chain of casual dining restaurants specializing in local cuisine,Medium,18000000,Food & Beverage,Active,2018/5/22,p021178
c000594,A028094,1872056,Medium-sized chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2015/7/12,p020815
c000595,A028195,4528071,Medium chain restaurant offering casual dining and takeaway,Medium,12000000,Food & Beverage,Active,2018/11/8,p027302
c000596,A028196,3714628,Medium restaurant offering authentic Italian cuisine and fine dining,Medium,12000000,Food & Beverage,Active,2017/11/8,p022667
c000597,A028197,4871609,Medium Food & Beverage company operating a family restaurant,Medium,15000000,Food & Beverage,Active,2018/5/20,p027578
c000598,A028298,2657408,Medium regional chain of casual dining restaurants,Medium,32000000,Food & Beverage,Active,2016/11/3,p023952
c000599,A028299,4871609,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/8/22,p025531
c000600,A028300,3714628,Large wholesale business specializing in industrial electronics and components,Large,85000000,Manufacturing,Active,2014/11/3,p022302
c000601,A028401,4027316,Large Manufacturing company producing industrial machinery components,Large,185000000,Manufacturing,Active,1998/11/27,p023307
c000602,A028402,4871609,Medium Food & Beverage company operating a popular regional pizza restaurant chain,Medium,15000000,Food & Beverage,Active,2012/7/18,p026430
c000603,A028403,1527806,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,20000000,Food & Beverage,Active,2018/6/10,p025753
c000604,A028504,4175902,Medium Food & Beverage company operating a popular regional restaurant chain,Medium,18000000,Food & Beverage,Active,2012/6/18,p018255
c000605,A028505,3186407,Medium restaurant company operating a family-style dine-in chain,Medium,12000000,Food & Beverage,Active,2018/5/22,p024037
c000606,A028506,1527806,Medium Food & Beverage company operating a local chain of casual dining restaurants,Medium,12500000,Food & Beverage,Active,2015/7/22,p024793
c000607,A028607,5286314,Medium chain restaurant offering casual dining and takeaway services,Medium,20000000,Food & Beverage,Active,2018/5/20,p027591
c000608,A028608,4027316,Medium Food & Beverage company operating a popular regional chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2016/11/8,p027279
c000609,A028609,2046713,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p027199
c000610,A028710,3714628,Medium Food & Beverage company operating a chain of artisan bakeries and cafes,Medium,28000000,Food & Beverage,Active,2016/4/11,p021443
c000611,A028711,2198345,Medium chain of quick-service restaurants specializing in noodles and rice dishes,Medium,18000000,Food & Beverage,Active,2017/11/8,p022646
c000612,A028712,3071954,Medium restaurant chain specializing in Sichuan cuisine,Medium,15000000,Food & Beverage,Active,2018/7/12,p028073
c000613,A028813,3295718,Small convenience store selling daily necessities and snacks,Small,2000000,Retail,Active,2021/8/12,p027237
c000614,A028814,2486137,Medium chain restaurant specializing in regional cuisine,Medium,15000000,Food & Beverage,Active,2015/8/10,p026756
c000615,A028815,1527806,Medium chain restaurant offering casual dining and catering services,Medium,18000000,Food & Beverage,Active,2017/5/11,p025228
c000616,A028916,1398427,Medium chain store specializing in outdoor apparel and equipment,Medium,28000000,Retail,Active,2014/9/8,p025268
c000617,A028917,3714628,Small Food & Beverage company operating a popular street food stall,Small,2000000,Food & Beverage,Active,2021/7/8,p020527
c000618,A028918,3295718,Medium restaurant chain specializing in regional Chinese cuisine,Medium,15000000,Food & Beverage,Active,2016/8/22,p024591
c000619,A029019,1872056,Medium-sized restaurant chain offering regional Chinese cuisine,Medium,18500000,Food & Beverage,Active,2014/7/22,p018726
c000620,A029020,2657408,Medium Food & Beverage company operating a regional chain of casual dining restaurants,Medium,28000000,Food & Beverage,Active,2016/11/8,p022019
c000621,A029021,1047286,Medium chain of regional family-style restaurants,Medium,28000000,Food & Beverage,Active,2014/5/22,p018616
c000622,A029122,1872056,Medium-sized chain restaurant offering casual Italian dining,Medium,15000000,Food & Beverage,Active,2017/11/8,p020166
c000623,A029123,1872056,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2018/7/22,p025353
c000624,A029124,2367901,Medium chain restaurant specializing in regional cuisine and takeaway,Medium,15000000,Food & Beverage,Active,2018/7/22,p025413
c000625,A029225,5039472,Medium Food & Beverage company operating a chain of casual dining restaurants,Medium,15000000,Food & Beverage,Active,2015/8/22,p020499
c000626,A029226,4871609,Medium Food & Beverage company operating a popular regional pizza restaurant chain,Medium,18000000,Food & Beverage,Active,2016/7/14,p027073
c000627,A029227,3581974,Large wholesale business specializing in construction materials,Large,125000000,Manufacturing,Active,2012/8/3,p021585
c000628,A029328,3071954,Small cafe specializing in coffee and pastries,Small,2000000,Food & Beverage,Active,2018/5/20,p028618
c000629,A029329,1047286,Medium chain restaurant offering Asian-fusion cuisine and catering services,Medium,18000000,Food & Beverage,Active,2017/9/11,p022145
c000630,A029330,4381267,Medium Food & Beverage company operating a chain of family-friendly pizza restaurants,Medium,28000000,Food & Beverage,Active,2017/5/11,p020101
c000631,A029431,4381267,Medium Food & Beverage company operating a popular regional chain of hot pot restaurants,Medium,25000000,Food & Beverage,Active,2017/8/22,p027976
